class,id
targeted therapy,161636
targeted therapy,202257
targeted therapy,202258
targeted therapy,202262
targeted therapy,40890684
targeted therapy,40890685
targeted therapy,166621
targeted therapy,166622
targeted therapy,166623
targeted therapy,166625
targeted therapy,167337
targeted therapy,163930
targeted therapy,163931
targeted therapy,204190
targeted therapy,204281
targeted therapy,40890354
targeted therapy,40890503
targeted therapy,40890504
targeted therapy,163250
targeted therapy,188947
targeted therapy,188950
targeted therapy,188951
targeted therapy,188958
targeted therapy,190025
targeted therapy,40820303
targeted therapy,40820537
targeted therapy,40890157
targeted therapy,40890158
targeted therapy,40890159
targeted therapy,40890160
targeted therapy,40890179
targeted therapy,40890237
targeted therapy,40890343
targeted therapy,40890386
targeted therapy,40890566
targeted therapy,40891253
targeted therapy,40891280
targeted therapy,40891281
targeted therapy,40891282
targeted therapy,121340
targeted therapy,142850
targeted therapy,190279
targeted therapy,190359
targeted therapy,22147
targeted therapy,22149
targeted therapy,410036
targeted therapy,40890951
targeted therapy,40890952
targeted therapy,40890953
targeted therapy,40890956
targeted therapy,199830
targeted therapy,40891278
targeted therapy,142849
targeted therapy,40890957
targeted therapy,40890958
targeted therapy,40890959
targeted therapy,40890960
targeted therapy,40890961
targeted therapy,40890964
targeted therapy,40891257
targeted therapy,40891262
targeted therapy,40891272
targeted therapy,40891273
targeted therapy,40891274
targeted therapy,200377
targeted therapy,200478
targeted therapy,40890962
targeted therapy,40890003
targeted therapy,40891247
targeted therapy,40891270
targeted therapy,40890145
targeted therapy,188089
targeted therapy,188088
targeted therapy,190075
targeted therapy,158381
targeted therapy,158382
targeted therapy,158383
targeted therapy,158384
targeted therapy,158385
targeted therapy,40890657
targeted therapy,158388
targeted therapy,158389
targeted therapy,158390
targeted therapy,158391
targeted therapy,158393
targeted therapy,206547
targeted therapy,40821923
targeted therapy,159675
targeted therapy,159455
targeted therapy,40943037
targeted therapy,176522
targeted therapy,182337
targeted therapy,43675
targeted therapy,9000002718100730
targeted therapy,43667
targeted therapy,138845
targeted therapy,176773
targeted therapy,70424
targeted therapy,70425
targeted therapy,144452
targeted therapy,70418
targeted therapy,70419
targeted therapy,70426
targeted therapy,70500
targeted therapy,144668
targeted therapy,195944
targeted therapy,195947
targeted therapy,195949
targeted therapy,207708
targeted therapy,40890138
targeted therapy,410044
targeted therapy,9000007259100730
targeted therapy,144914
targeted therapy,23599
targeted therapy,35263
targeted therapy,35264
targeted therapy,78980
targeted therapy,145052
targeted therapy,23621
targeted therapy,35259
targeted therapy,145055
targeted therapy,168716
targeted therapy,168717
targeted therapy,169305
targeted therapy,169140
targeted therapy,40890043
targeted therapy,40890181
targeted therapy,134357
targeted therapy,189944
targeted therapy,189945
targeted therapy,24051
targeted therapy,24053
targeted therapy,410039
targeted therapy,40890923
targeted therapy,197353
targeted therapy,197402
targeted therapy,199553
targeted therapy,40890924
targeted therapy,40870255
targeted therapy,145514
targeted therapy,40890900
targeted therapy,200195
targeted therapy,200196
targeted therapy,40890009
targeted therapy,149621
targeted therapy,149622
targeted therapy,153112
targeted therapy,153119
targeted therapy,153442
targeted therapy,185449
targeted therapy,185450
targeted therapy,185451
targeted therapy,185448
targeted therapy,158913
targeted therapy,158920
targeted therapy,77539
targeted therapy,9000003698100730
targeted therapy,147010
targeted therapy,77540
targeted therapy,40870072
targeted therapy,147571
